time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-26 00:00:00+00:00,2,1,9,2
2026-01-27 00:00:00+00:00,0,0,4,3
2026-01-28 00:00:00+00:00,7,5,4,3
2026-01-29 00:00:00+00:00,2,2,5,5
2026-01-30 00:00:00+00:00,1,1,13,5
2026-01-31 00:00:00+00:00,1,1,3,1
2026-02-01 00:00:00+00:00,3,3,1,1
2026-02-02 00:00:00+00:00,3,3,3,3
2026-02-03 00:00:00+00:00,4,4,4,4
2026-02-04 00:00:00+00:00,3,1,5,2
2026-02-05 00:00:00+00:00,4,3,1,1
2026-02-06 00:00:00+00:00,3,3,13,2
2026-02-07 00:00:00+00:00,9,7,2,2
2026-02-08 00:00:00+00:00,0,0,0,0
