url_path,views_total,views_unique
/brian-team/brian2cuda/actions,43,1
/brian-team/brian2cuda,42,14
/brian-team/brian2cuda/pulls,35,5
/brian-team/brian2cuda/pull/328,29,3
/brian-team/brian2cuda/issues,20,5
/brian-team/brian2cuda/compare/master...issue-225-windows-support,17,1
/brian-team/brian2cuda/actions/workflows/platform_build.yml,14,1
/brian-team/brian2cuda/tree/issue-225-windows-support,14,1
/brian-team/brian2cuda/actions/runs/27365676618,9,1
/brian-team/brian2cuda/actions/runs/27303721833/job/80655877072,8,1
