url_path,views_total,views_unique
/brian-team/brian2cuda,37,14
/brian-team/brian2cuda/actions,37,1
/brian-team/brian2cuda/compare/master...issue-225-windows-support,17,1
/brian-team/brian2cuda/issues,14,4
/brian-team/brian2cuda/tree/issue-225-windows-support,14,1
/brian-team/brian2cuda/pulls,12,2
/brian-team/brian2cuda/actions/workflows/platform_build.yml,12,1
/brian-team/brian2cuda/actions/runs/27365676618,9,1
/brian-team/brian2cuda/actions/runs/27303721833/job/80655877072,8,1
/brian-team/brian2cuda/actions/runs/27307221415,5,1
