time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-11 00:00:00+00:00,4,3,52,8
2026-03-12 00:00:00+00:00,9,6,33,9
2026-03-13 00:00:00+00:00,3,3,7,4
2026-03-14 00:00:00+00:00,6,5,14,5
2026-03-15 00:00:00+00:00,0,0,18,8
2026-03-16 00:00:00+00:00,3,3,23,13
2026-03-17 00:00:00+00:00,6,3,97,9
2026-03-18 00:00:00+00:00,5,4,17,6
2026-03-19 00:00:00+00:00,5,5,47,9
2026-03-20 00:00:00+00:00,2,2,13,3
2026-03-21 00:00:00+00:00,4,2,1,1
2026-03-22 00:00:00+00:00,4,3,10,5
2026-03-23 00:00:00+00:00,4,3,14,4
2026-03-24 00:00:00+00:00,2,2,19,6
