url_path,views_total,views_unique
/brian-team/brian2cuda,30,22
/brian-team/brian2cuda/pull/323/changes/f5e23460779453eed6847fff9b123f6790957732,15,1
/brian-team/brian2cuda/issues,14,5
/brian-team/brian2cuda/pull/323,9,3
/brian-team/brian2cuda/pulls,6,6
/brian-team/brian2cuda/blob/master/brian2cuda/templates/makefile,5,1
/brian-team/brian2cuda/tree/master,5,1
/brian-team/brian2cuda/tree/master/brian2cuda,4,1
/brian-team/brian2cuda/tree/master/brian2cuda/templates,4,1
/brian-team/brian2cuda/tree/master/brian2cuda/tools,4,1
