url_path,views_total,views_unique
/brian-team/brian2cuda,28,20
/brian-team/brian2cuda/issues,5,5
/brian-team/brian2cuda/issues/53,3,3
/brian-team/brian2cuda/issues/45,3,2
/brian-team/brian2cuda/tags,3,1
/brian-team/brian2cuda/releases/tag/paper2022,2,1
/brian-team/brian2cuda/tree/835c978ad758bc0621e34344c1fb7b811ef8a118,2,1
/brian-team/brian2cuda/actions,1,1
/brian-team/brian2cuda/blob/835c978ad758bc0621e34344c1fb7b811ef8a118/brian2cuda/tests/features/cuda_configuration.py,1,1
/brian-team/brian2cuda/blob/master/docs_sphinx/introduction/index.rst,1,1
