time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-17 00:00:00+00:00,771,25,59,28
2026-04-18 00:00:00+00:00,612,15,95,50
2026-04-19 00:00:00+00:00,1265,26,71,25
2026-04-20 00:00:00+00:00,1749,50,37,26
2026-04-21 00:00:00+00:00,1850,48,51,32
2026-04-22 00:00:00+00:00,2057,40,87,40
2026-04-23 00:00:00+00:00,3079,66,33,26
2026-04-24 00:00:00+00:00,3441,69,80,22
2026-04-25 00:00:00+00:00,1043,23,76,20
2026-04-26 00:00:00+00:00,331,13,33,20
2026-04-27 00:00:00+00:00,21,14,39,17
2026-04-28 00:00:00+00:00,738,18,30,19
2026-04-29 00:00:00+00:00,238,31,70,25
2026-04-30 00:00:00+00:00,257,48,39,26
