time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-16 00:00:00+00:00,307,31,117,96
2026-07-17 00:00:00+00:00,84,25,41,31
2026-07-18 00:00:00+00:00,110,54,84,36
2026-07-19 00:00:00+00:00,108,25,32,17
2026-07-20 00:00:00+00:00,243,44,24,20
2026-07-21 00:00:00+00:00,42,33,44,21
2026-07-22 00:00:00+00:00,34,15,21,21
2026-07-23 00:00:00+00:00,42,24,40,33
2026-07-24 00:00:00+00:00,38,21,48,31
2026-07-25 00:00:00+00:00,158,29,54,37
2026-07-26 00:00:00+00:00,260,27,56,51
2026-07-27 00:00:00+00:00,37,20,25,23
2026-07-28 00:00:00+00:00,170,34,59,21
2026-07-29 00:00:00+00:00,332,30,77,41
