time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-06 00:00:00+00:00,132,33,49,15
2026-06-07 00:00:00+00:00,79,32,29,18
2026-06-08 00:00:00+00:00,252,124,45,26
2026-06-09 00:00:00+00:00,193,86,40,26
2026-06-10 00:00:00+00:00,216,29,47,28
2026-06-11 00:00:00+00:00,60,33,30,15
2026-06-12 00:00:00+00:00,520,40,41,32
2026-06-13 00:00:00+00:00,368,63,59,49
2026-06-14 00:00:00+00:00,94,23,40,23
2026-06-15 00:00:00+00:00,170,43,20,10
2026-06-16 00:00:00+00:00,116,33,34,12
2026-06-17 00:00:00+00:00,751,29,22,13
2026-06-18 00:00:00+00:00,42,17,33,16
2026-06-19 00:00:00+00:00,23,14,47,20
