time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-06 00:00:00+00:00,289,70,40,35
2026-09-07 00:00:00+00:00,118,68,39,33
2026-09-08 00:00:00+00:00,86,47,42,35
2026-09-09 00:00:00+00:00,74,40,51,42
2026-09-10 00:00:00+00:00,38,25,49,35
2026-09-11 00:00:00+00:00,148,51,113,60
2026-09-12 00:00:00+00:00,156,62,82,68
2026-09-13 00:00:00+00:00,179,79,61,47
2026-09-14 00:00:00+00:00,325,71,70,48
2026-09-15 00:00:00+00:00,174,94,70,51
2026-09-16 00:00:00+00:00,2913,45,92,48
2026-09-17 00:00:00+00:00,182,26,84,61
2026-09-18 00:00:00+00:00,176,32,186,62
2026-09-19 00:00:00+00:00,147,22,68,54
