time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-18 00:00:00+00:00,1,1,23,4
2026-04-19 00:00:00+00:00,2,2,7,3
2026-04-20 00:00:00+00:00,0,0,0,0
2026-04-21 00:00:00+00:00,4,2,24,2
2026-04-22 00:00:00+00:00,1,1,2,2
2026-04-23 00:00:00+00:00,4,4,6,3
2026-04-24 00:00:00+00:00,8,6,54,5
2026-04-25 00:00:00+00:00,12,9,9,2
2026-04-26 00:00:00+00:00,0,0,3,2
2026-04-27 00:00:00+00:00,5,5,27,2
2026-04-28 00:00:00+00:00,39,20,46,3
2026-04-29 00:00:00+00:00,8,2,4,1
2026-04-30 00:00:00+00:00,9,5,19,2
2026-05-01 00:00:00+00:00,2,2,5,2
