url_path,views_total,views_unique
/brian-team/brian2tools,47,29
/brian-team/brian2tools/tree/master/brian2tools,20,5
/brian-team/brian2tools/tree/master/brian2tools/baseexport,13,4
/brian-team/brian2tools/blob/master/brian2tools/baseexport/collector.py,8,3
/brian-team/brian2tools/issues,7,5
/brian-team/brian2tools/blob/master/brian2tools/baseexport/device.py,6,3
/brian-team/brian2tools/tree/master/brian2tools/mdexport,6,3
/brian-team/brian2tools/tree/master/dev,6,2
/brian-team/brian2tools/tree/master/brian2tools/nmlimport,4,2
/brian-team/brian2tools/blob/master/brian2tools/mdexport/expander.py,3,2
